code_muni,id,rds,nome,vuln,sensib,s_luc_2017,sl_agrotox,sl_agr_fam,sl_prat_sust,sl_fogo,s_csol_2017,sc_passivo,sc_desmat,sc_pastag,sc_miner,s_dens_pop_faz,sd_popul,sd_fazend,s_infra_2017,si_rodov,si_hidro,s_cap,sc_orient,sc_ucons,expos,e_cobexpo,e_cobnat,e_areaprot,e_priocons,ameaca_atual,ameaca_SWL1.5,ameaca_SWL2.0,am_prec_acum,am..sazon..prep,am_temp_med,am.ampl_temp,risco_atual,risco_SWL1.5,risco_SWL2.0,geom
2600054,4202,MET,Abreu e Lima,0.44,0.33,0.34,0,0.68,0.96,0,0.07,0,0.19,0.13,0,0.99,1,0.98,0.33,0.39,0.27,0.42,0.01,0.83,0.48,0.39,0.33,0.53,0.39,0.39,0.04,0.25,"0,42","0,49","0,63","0,08",0.58,0.1,0.49,"list(list(c(-34.9140463, -34.9132947, -34.9128876, -34.9125781, -34.9125541, -34.9125463, -34.9100376, -34.9085319, -34.9071713, -34.9063971, -34.9061391, -34.905397, -34.905388, -34.9042103, -34.9031762, -34.9017924, -34.9005413, -34.8995486, -34.899139, -34.898808, -34.898489, -34.898166, -34.897756, -34.89691, -34.896546, -34.896464, -34.896007, -34.895884, -34.895444, -34.8954102, -34.895403, -34.895468, -34.895673, -34.895828, -34.896276, -34.8965078, -34.8959755, -34.8952006, -34.8949782, -34.894993, 
-34.8947699, -34.8942889, -34.8940299, -34.8933652, -34.8913764, -34.8903824, -34.8896828, -34.888544, -34.8878821, -34.887459, -34.8871252, -34.8869814, -34.8866167, -34.8862846, -34.8855172, -34.885239, -34.8849303, -34.8841578, -34.8833122, -34.882686, -34.8813613, -34.8805116, -34.8756317, -34.8745996, -34.8727211, -34.8716893, -34.8698683, -34.8682037, -34.8673902, -34.8667216, -34.86572, -34.8653692, -34.8620045, -34.8609687, -34.8611985, -34.8618529, -34.8631692, -34.8627548, -34.8607539, 
-34.8609864, -34.8652478, -34.8658288, -34.8662361, -34.8681716, -34.8706775, -34.8735573, -34.8777878, -34.8802379, -34.8805088, -34.8818455, -34.8841065, -34.8841915, -34.8867335, -34.8881708, -34.8910367, -34.8936198, -34.8967904, -34.8994046, -34.9001697, -34.900348, -34.9010544, -34.9014323, -34.9021604, -34.902562, -34.9031861, -34.9039413, -34.9039865, -34.9042364, -34.9042821, -34.9043237, -34.9046738, -34.9053527, -34.9058621, -34.9059885, -34.9068932, -34.9070419, -34.9072483, -34.9074506, 
-34.9075493, -34.907626, -34.9078698, -34.9084114, -34.9086242, -34.9096476, -34.9105904, -34.9107509, -34.9107771, -34.9107948, -34.9114715, -34.9121482, -34.9131536, -34.9139077, -34.9181143, -34.9218576, -34.923243, -34.9252236, -34.9265809, -34.9280601, -34.9293684, -34.9298738, -34.9301756, -34.9307828, -34.9362952, -34.937969, -34.9455892, -34.947739, -34.9772359, -34.9772491, -34.996887, -34.9989995, -35.0232568, -35.0234746, -35.033184, -35.0389548, -35.0423807, -35.0541057, -35.068375, -35.0696112, 
-35.0701032, -35.070537, -35.0731801, -35.0758062, -35.0805501, -35.0831389, -35.0835769, -35.0845692, -35.0859518, -35.086679, -35.0875864, -35.0880273, -35.0885522, -35.0893106, -35.089951, -35.0908247, -35.0919907, -35.0938135, -35.0992867, -35.1015207, -35.1033081, -35.1040652, -35.1047086, -35.1027648, -35.1016904, -35.1005334, -35.1002329, -35.1001491, -35.101914, -35.1025291, -35.1025675, -35.1021388, -35.1017331, -35.0999857, -35.0999881, -35.100225, -35.1005741, -35.1015711, -35.1060248, 
-35.1074823, -35.1121676, -35.1146794, -35.1161621, -35.1168036, -35.1185091, -35.1197071, -35.1215092, -35.1218934, -35.1234581, -35.1244494, -35.1253794, -35.1272361, -35.130634, -35.1349537, -35.1399618, -35.1357511, -35.1331121, -35.1303092, -35.1292969, -35.1259429, -35.1242769, -35.1238594, -35.1220258, -35.1227646, -35.1231822, -35.1231857, -35.1232556, -35.1232928, -35.1232442, -35.1230511, -35.1225715, -35.1223354, -35.1215471, -35.1213828, -35.1212874, -35.12104, -35.1207776, -35.120634, 
-35.1205268, -35.1197796, -35.1186348, -35.1183834, -35.1181199, -35.117494, -35.1168822, -35.1158557, -35.1155952, -35.1154097, -35.1151944, -35.1146318, -35.113891, -35.1135323, -35.1131053, -35.1127009, -35.1125169, -35.112265, -35.1118877, -35.1117537, -35.1116555, -35.1115907, -35.1115068, -35.1109635, -35.1109055, -35.1106446, -35.1104891, -35.1104023, -35.1102776, -35.110105, -35.109768, -35.1090283, -35.108784, -35.1085701, -35.1083897, -35.1082983, -35.1081948, -35.1081048, -35.1078869, 
-35.1077272, -35.1077152, -35.1074395, -35.1073275, -35.1071841, -35.1071676, -35.1066399, -35.1063128, -35.1058342, -35.1055578, -35.1052457, -35.105067, -35.1049539, -35.104447, -35.1041727, -35.1039755, -35.1038022, -35.103539, -35.1034029, -35.1028481, -35.1027647, -35.1026121, -35.1024033, -35.1022725, -35.102157, -35.1020359, -35.1019948, -35.1018572, -35.1017515, -35.1016875, -35.1016237, -35.1015686, -35.101542, -35.1014686, -35.1013436, -35.1013326, -35.1010008, -35.1004582, -35.1002028, 
-35.1001045, -35.0999615, -35.0994427, -35.0992221, -35.0989687, -35.0988884, -35.0986319, -35.0982864, -35.0979755, -35.0977534, -35.0975774, -35.0971236, -35.0964995, -35.096117, -35.0958178, -35.0947945, -35.0924479, -35.0910889, -35.0907927, -35.0905265, -35.090338, -35.0902158, -35.0898351, -35.0895948, -35.0892363, -35.0890806, -35.0889337, -35.0888018, -35.0885257, -35.0880516, -35.0879633, -35.0877699, -35.0875185, -35.08733, -35.0870668, -35.0863312, -35.0849497, -35.0846597, -35.0844895, 
-35.0843824, -35.0843369, -35.0842397, -35.0841238, -35.083936, -35.0838816, -35.0829036, -35.081325, -35.0803552, -35.0783738, -35.0780502, -35.077389, -35.0772426, -35.077144, -35.0766831, -35.0764618, -35.0762587, -35.0756675, -35.0754344, -35.0750935, -35.074154, -35.0736326, -35.0736031, -35.0726503, -35.0723444, -35.0720502, -35.0704703, -35.0685714, -35.068467, -35.0682433, -35.0676165, -35.0671942, -35.0667722, -35.0664643, -35.0661832, -35.065924, -35.0656953, -35.0645061, -35.0643011, -35.0642403, 
-35.0641913, -35.0641895, -35.0642295, -35.0642378, -35.0641768, -35.0640439, -35.063865, -35.0629434, -35.0626736, -35.062482, -35.0623003, -35.0618058, -35.0614548, -35.0610681, -35.0583016, -35.0580199, -35.0577982, -35.0556909, -35.0536228, -35.0516502, -35.0502915, -35.0487773, -35.0484963, -35.047815, -35.0474328, -35.0469733, -35.0462096, -35.0452727, -35.0449794, -35.0441664, -35.0435434, -35.0425588, -35.0420078, -35.0415677, -35.0413817, -35.0410367, -35.0404318, -35.0401432, -35.0397959, 
-35.0393188, -35.0390106, -35.0387955, -35.0385555, -35.0377115, -35.03681, -35.0361302, -35.0358112, -35.0343387, -35.0332797, -35.032059, -35.031792, -35.0310087, -35.0304813, -35.026058, -35.0253738, -35.0252335, -35.0252092, -35.025055, -35.0249519, -35.0248059, -35.0248796, -35.0249502, -35.0247388, -35.0238407, -35.0223905, -35.0206546, -35.0182879, -35.0145012, -35.0115658, -35.0078203, -34.9974478, -34.9882149, -34.98654, -34.9855965, -34.9806836, -34.9706368, -34.9676815, -34.965086, -34.9618921, 
-34.9612389, -34.961004, -34.9608303, -34.9604479, -34.9596591, -34.9592546, -34.9591009, -34.9588705, -34.9577754, -34.9545529, -34.9522353, -34.95002, -34.9491788, -34.9476722, -34.9432597, -34.9416505, -34.9399276, -34.9386872, -34.9364412, -34.9361108, -34.9360156, -34.9351965, -34.9338406, -34.9321999, -34.9321937, -34.9304779, -34.9303254, -34.930247, -34.9295612, -34.929089, -34.9286448, -34.9287171, -34.9285934, -34.9282392, -34.9281681, -34.9274196, -34.9261185, -34.9259508, -34.9253068, 
-34.9247412, -34.9235838, -34.9228623, -34.9217804, -34.921145, -34.9207416, -34.9203545, -34.9185197, -34.9183374, -34.918182, -34.917316, -34.9157561, -34.9147988, -34.9140463, -7.9281869, -7.9291136, -7.9299008, -7.9312646, -7.9336299, -7.9343979, -7.9358437, -7.9360407, -7.9359, -7.9354973, -7.9351869, -7.9342937, -7.9342784, -7.9322831, -7.9312213, -7.9302945, -7.9298582, -7.9297124, -7.929293, -7.928902, -7.928532, -7.928131, -7.927338, -7.924805, -7.92383, -7.923655, -7.922366, -7.922046, 
-7.920757, -7.9202449, -7.920135, -7.919764, -7.919189, -7.918704, -7.918082, -7.9178649, -7.9169487, -7.9161429, -7.9156673, -7.9148056, -7.914439, -7.9140758, -7.9133403, -7.9129048, -7.9127661, -7.9119267, -7.9116741, -7.9116427, -7.9120149, -7.9122528, -7.9122545, -7.9122552, -7.9124402, -7.9126625, -7.9136562, -7.9138316, -7.9140262, -7.9141385, -7.9140332, -7.9137426, -7.9137468, -7.9134594, -7.9112981, -7.9109727, -7.9099894, -7.9098099, -7.9101675, -7.9104939, -7.9106534, -7.9113467, -7.9114645, 
-7.9113797, -7.9105669, -7.9097301, -7.9076203, -7.9058189, -7.9039776, -7.9017068, -7.8987049, -7.8972206, -7.8961342, -7.8945569, -7.8911181, -7.8909086, -7.8910336, -7.8920952, -7.8921302, -7.8928163, -7.8927079, -7.892173, -7.8893213, -7.8892151, -7.8887916, -7.8877178, -7.8875845, -7.8870622, -7.8867627, -7.8866654, -7.8866369, -7.8866292, -7.8862886, -7.8861064, -7.8859148, -7.8859543, -7.8860158, -7.8860902, -7.8860946, -7.8861193, -7.8861238, -7.8861279, -7.8861624, -7.8862292, -7.8862794, 
-7.8862919, -7.886381, -7.8863956, -7.886416, -7.8864359, -7.8864456, -7.8864532, -7.8866358, -7.8870415, -7.8870129, -7.8868744, -7.8869095, -7.8869155, -7.8869165, -7.8869171, -7.8871184, -7.8873198, -7.8872525, -7.8869342, -7.8860382, -7.8864291, -7.8869241, -7.888647, -7.8895038, -7.8901247, -7.8912471, -7.8919031, -7.8922938, -7.892756, -7.893619, -7.893881, -7.8950734, -7.8954097, -7.9000251, -7.9000217, -7.8949172, -7.8943681, -7.8880631, -7.8880063, -7.8854804, -7.8839791, -7.8830879, -7.8800376, 
-7.8117165, -7.8116961, -7.8111115, -7.8101209, -7.8083645, -7.8072059, -7.8055524, -7.8042589, -7.8042286, -7.8045138, -7.8041731, -7.8042847, -7.8048926, -7.8053837, -7.8056121, -7.8056383, -7.8054319, -7.8053985, -7.805539, -7.8060381, -7.8047011, -7.8029758, -7.8019917, -7.8019886, -7.8025364, -7.8039734, -7.8049646, -7.8067751, -7.8076917, -7.8085367, -7.8158283, -7.821246, -7.8231055, -7.8244753, -7.8252912, -7.8281347, -7.8286862, -7.8293259, -7.8296637, -7.8306269, -7.8251456, -7.8237095, 
-7.8198904, -7.8180875, -7.8172966, -7.8166762, -7.8147832, -7.8125808, -7.8115551, -7.8114385, -7.8109635, -7.8109007, -7.810575, -7.8087647, -7.803964, -7.7993207, -7.7922596, -7.8056924, -7.8141108, -7.8230525, -7.8262818, -7.8369814, -7.8422961, -7.843628, -7.8494775, -7.8499617, -7.8503813, -7.8503987, -7.850614, -7.8508578, -7.8512168, -7.8514402, -7.8517024, -7.8518531, -7.85247, -7.8525964, -7.8527015, -7.8529808, -7.8532691, -7.8533862, -7.8534737, -7.8539379, -7.8546163, -7.8547162, -7.8547833, 
-7.854924, -7.8550454, -7.8552492, -7.8553222, -7.8553889, -7.8555036, -7.8558316, -7.8562636, -7.8564807, -7.8568176, -7.8571778, -7.8574963, -7.8580775, -7.8590826, -7.8594396, -7.859701, -7.8598776, -7.8601061, -7.861585, -7.8617615, -7.8625553, -7.8630087, -7.8632621, -7.8635108, -7.8637509, -7.8641173, -7.8648894, -7.8651985, -7.8655823, -7.8660795, -7.8663849, -7.8668412, -7.8672379, -7.8680403, -7.8684776, -7.8685033, -7.8690919, -7.8693048, -7.8695775, -7.8696046, -7.8704712, -7.871005, -7.8718146, 
-7.8722973, -7.87284, -7.8730881, -7.8732451, -7.8738097, -7.8740981, -7.8742456, -7.874369, -7.8745019, -7.874568, -7.8748372, -7.8748947, -7.8749998, -7.8752132, -7.875441, -7.8757226, -7.876082, -7.8762765, -7.876929, -7.877363, -7.877755, -7.8781918, -7.8784904, -7.8786347, -7.878946, -7.8792985, -7.8793294, -7.8801263, -7.8813339, -7.8818225, -7.8819515, -7.8821316, -7.8827112, -7.8829665, -7.8832607, -7.8833531, -7.8836481, -7.8841043, -7.88454, -7.8848514, -7.8850316, -7.8854136, -7.885922, 
-7.886184, -7.8863111, -7.8867407, -7.8875687, -7.8880389, -7.8881569, -7.8882988, -7.888434, -7.8885216, -7.8888497, -7.8890568, -7.8893068, -7.8893494, -7.8893681, -7.8893628, -7.8893193, -7.8892499, -7.8892625, -7.8892902, -7.8893722, -7.8894508, -7.8895867, -7.889997, -7.8907483, -7.8909291, -7.8910735, -7.8912265, -7.8913087, -7.8914843, -7.8916852, -7.8919014, -7.8919546, -7.8929111, -7.8944377, -7.8953903, -7.8973016, -7.8976156, -7.8982573, -7.898358, -7.8984259, -7.8986076, -7.8987163, -7.8988907, 
-7.899384, -7.8995466, -7.8997217, -7.9001389, -7.9002943, -7.9003031, -7.9004573, -7.9004469, -7.9003766, -7.8998463, -7.8991238, -7.8990841, -7.8990621, -7.8990003, -7.8989785, -7.899038, -7.899147, -7.8992466, -7.8994028, -7.8995408, -7.901149, -7.9014131, -7.9015371, -7.9018268, -7.9024295, -7.9032282, -7.9039337, -7.9042115, -7.904504, -7.9047105, -7.9052973, -7.9055192, -7.9055549, -7.9056563, -7.9057755, -7.9058193, -7.9058181, -7.9056583, -7.9056836, -7.9057265, -7.9064784, -7.9072039, -7.9080051, 
-7.908544, -7.9091852, -7.9093481, -7.9098358, -7.9101845, -7.9106471, -7.9114521, -7.9124015, -7.9127558, -7.9135383, -7.9141728, -7.9151929, -7.9158235, -7.9163351, -7.9165728, -7.9171537, -7.9182487, -7.9186383, -7.9189916, -7.919306, -7.9195515, -7.9197248, -7.919952, -7.9210181, -7.9220916, -7.9229008, -7.9232927, -7.9250949, -7.926363, -7.9279141, -7.9282598, -7.9297656, -7.9293962, -7.9262982, -7.925819, -7.9256894, -7.9256302, -7.9252555, -7.9250049, -7.9233955, -7.9219007, -7.9204696, -7.9195108, 
-7.918215, -7.9169203, -7.916022, -7.9157927, -7.9160839, -7.9163096, -7.9165976, -7.9189918, -7.9200794, -7.9201546, -7.920197, -7.9194994, -7.9175435, -7.9171478, -7.9165934, -7.9155831, -7.9156887, -7.9158867, -7.9160332, -7.9169239, -7.9187609, -7.9191493, -7.9192969, -7.9195181, -7.9200371, -7.9204288, -7.9201387, -7.9200066, -7.9202654, -7.9210944, -7.9244692, -7.9252962, -7.9258806, -7.926152, -7.9255912, -7.9255087, -7.925485, -7.9252804, -7.9249419, -7.9248476, -7.9248472, -7.9250929, -7.9251446, 
-7.9251711, -7.9254037, -7.9255638, -7.9258732, -7.9266607, -7.9268742, -7.9274853, -7.9275509, -7.9282418, -7.9290031, -7.9290695, -7.9293246, -7.9295486, -7.9300069, -7.9299069, -7.9293107, -7.9288794, -7.9286056, -7.9283429, -7.9270975, -7.9270261, -7.9269652, -7.9269431, -7.9271164, -7.9276, -7.9281869)))"
2600104,4203,PAJ,Afogados da Ingazeira,0.68,0.36,0.15,0.04,0.15,0.75,0.14,0.18,0.06,0.3,0.83,0,0.76,0.8,0.73,0.55,0.45,0.64,0.05,0.05,NA,0.53,0.49,0.49,1,0.32,0.01,0.24,0.24,"0,11","0,82","0,56","0,16",0.03,0.59,0.59,"list(list(c(-37.6172536, -37.620758, -37.6201437, -37.6187821, -37.6148046, -37.6127525, -37.6120634, -37.6105145, -37.6089991, -37.607923, -37.6066554, -37.6039038, -37.6040804, -37.6046673, -37.6068125, -37.6077001, -37.6079362, -37.6114939, -37.6121924, -37.6120577, -37.6096593, -37.6058122, -37.6006037, -37.597537, -37.5958735, -37.5860156, -37.5769756, -37.5768151, -37.5806185, -37.582636, -37.5831144, -37.5828817, -37.5792578, -37.578471, -37.5735221, -37.5675449, -37.5665569, -37.5648605, 
-37.564051, -37.5592331, -37.5570817, -37.5553464, -37.5545217, -37.5526705, -37.5487089, -37.5470213, -37.5467199, -37.5444565, -37.540489, -37.537482, -37.5345615, -37.5341137, -37.5327082, -37.5320231, -37.5247581, -37.5245933, -37.5244295, -37.5237442, -37.5237991, -37.5218849, -37.5223391, -37.5236145, -37.5239542, -37.524294, -37.5266157, -37.5288214, -37.5295129, -37.531923, -37.5336494, -37.5337616, -37.5348398, -37.5371415, -37.5374987, -37.5374416, -37.5379025, -37.5383798, -37.5397801, 
-37.5411009, -37.5417518, -37.5434623, -37.5438981, -37.545238, -37.5475124, -37.5494686, -37.5509733, -37.551532, -37.5520533, -37.5539753, -37.5566144, -37.556708, -37.5555733, -37.5551133, -37.5554968, -37.5522427, -37.5520763, -37.5521365, -37.5545814, -37.5553588, -37.5566518, -37.5561144, -37.5575486, -37.5581438, -37.5579282, -37.5548543, -37.5540051, -37.5543422, -37.5531823, -37.5534439, -37.554491, -37.5542732, -37.5569138, -37.5569194, -37.550529, -37.5494479, -37.5497443, -37.5538963, 
-37.5531318, -37.5526625, -37.551252, -37.5500821, -37.5499563, -37.550647, -37.550847, -37.5508221, -37.5507063, -37.5525359, -37.5550478, -37.5599245, -37.5597583, -37.5568407, -37.5569731, -37.5573604, -37.5582522, -37.5588398, -37.5588053, -37.5601557, -37.5610419, -37.5621602, -37.5647266, -37.5658291, -37.568866, -37.5708251, -37.5747196, -37.5787253, -37.5787764, -37.5805855, -37.583817, -37.5833983, -37.5832201, -37.5840935, -37.5857616, -37.5882417, -37.5895525, -37.5910166, -37.5930566, 
-37.5937632, -37.5947417, -37.5960934, -37.5973363, -37.5987932, -37.5997949, -37.6008466, -37.6022618, -37.6070758, -37.6094071, -37.6102317, -37.610975, -37.6116315, -37.6142791, -37.6172227, -37.6180784, -37.6202009, -37.6202678, -37.6218553, -37.6218936, -37.6225722, -37.6230712, -37.6241789, -37.6243851, -37.6244138, -37.6245359, -37.6251029, -37.6285557, -37.6311639, -37.6339676, -37.6372307, -37.6380554, -37.6388669, -37.6396183, -37.6450208, -37.6473024, -37.6514173, -37.6559589, -37.6582346, 
-37.6608819, -37.6650112, -37.6731741, -37.6750052, -37.6773445, -37.6778319, -37.6783193, -37.6796829, -37.6807579, -37.6846981, -37.6858676, -37.6881511, -37.6931054, -37.7008176, -37.7048313, -37.7039765, -37.702017, -37.70141, -37.700083, -37.6971359, -37.6953267, -37.6898438, -37.6878771, -37.6871714, -37.6869629, -37.6862003, -37.6842759, -37.6833861, -37.6841454, -37.6839894, -37.6835826, -37.6845435, -37.6820321, -37.6816801, -37.6821278, -37.6810101, -37.6801499, -37.6801478, -37.6808014, 
-37.6811795, -37.6796002, -37.6795949, -37.6800509, -37.6812666, -37.6829622, -37.6836192, -37.6838689, -37.6834573, -37.683812, -37.6843179, -37.6856584, -37.6860036, -37.6860574, -37.6867143, -37.687327, -37.6873674, -37.6857575, -37.6856619, -37.68531, -37.6853612, -37.6853965, -37.6854831, -37.6855536, -37.6855853, -37.6860138, -37.6867989, -37.6867989, -37.6852101, -37.6852055, -37.6848396, -37.6859639, -37.6871873, -37.6887074, -37.6891613, -37.6888273, -37.6890543, -37.6898847, -37.6899299, 
-37.6908861, -37.690923, -37.6909387, -37.6909548, -37.6901843, -37.6900803, -37.6905547, -37.6898886, -37.6900453, -37.6901932, -37.6905773, -37.6917634, -37.6928741, -37.6932494, -37.6940268, -37.6952677, -37.696633, -37.6969726, -37.6965763, -37.6941879, -37.6928916, -37.6921276, -37.6929362, -37.6930328, -37.6923699, -37.6920638, -37.6916307, -37.6916064, -37.6929871, -37.6937001, -37.6926795, -37.6922863, -37.6925729, -37.6927136, -37.6926871, -37.6924751, -37.6915888, -37.6907265, -37.6898149, 
-37.6889508, -37.6872731, -37.6886118, -37.6877457, -37.6870328, -37.6870795, -37.6878853, -37.6875791, -37.6860336, -37.6853261, -37.6844629, -37.6835457, -37.6833407, -37.6836399, -37.68498, -37.6852324, -37.6825838, -37.6827578, -37.68681, -37.6909144, -37.6976833, -37.6987463, -37.699121, -37.6997766, -37.7010404, -37.7027629, -37.7048906, -37.7063855, -37.7086649, -37.7091701, -37.7080406, -37.7059751, -37.7060194, -37.7063978, -37.7046199, -37.7040626, -37.7053277, -37.7059838, -37.7048172, 
-37.7050384, -37.7037666, -37.7030018, -37.701985, -37.7008177, -37.6991156, -37.6988599, -37.697591, -37.6965256, -37.6959664, -37.6956117, -37.6957363, -37.6948223, -37.6946694, -37.6950219, -37.6941568, -37.6940007, -37.6929832, -37.6908996, -37.6895559, -37.688433, -37.6886293, -37.6871103, -37.687107, -37.6826594, -37.6827863, -37.6836417, -37.687526, -37.690472, -37.692829, -37.6782814, -37.676574, -37.6716224, -37.6662245, -37.6649045, -37.6172536, -7.8945769, -7.8861293, -7.8841057, -7.8825637, 
-7.8802232, -7.8803844, -7.8798758, -7.8765891, -7.8754406, -7.873031, -7.8679451, -7.8625957, -7.8610055, -7.860023, -7.857817, -7.8569044, -7.8566617, -7.8530038, -7.8516575, -7.8501096, -7.8498849, -7.851608, -7.8462381, -7.8419653, -7.8396471, -7.832467, -7.8274919, -7.827285, -7.824362, -7.8212147, -7.8200577, -7.8197299, -7.8209205, -7.8206972, -7.8185538, -7.8146547, -7.8131152, -7.8059199, -7.8049306, -7.8031411, -7.8016061, -7.7996067, -7.7972744, -7.7948385, -7.7928308, -7.7908185, -7.7904586, 
-7.7877597, -7.7860346, -7.780858, -7.7807874, -7.7796222, -7.7784483, -7.7743531, -7.7655747, -7.7632543, -7.762961, -7.7617335, -7.7583642, -7.7533499, -7.7525183, -7.7529309, -7.7526927, -7.7524545, -7.7446618, -7.7421757, -7.7393524, -7.7363799, -7.7351512, -7.7348179, -7.731616, -7.7285593, -7.7277684, -7.7238444, -7.7180278, -7.7179542, -7.7177356, -7.7169594, -7.7142761, -7.7131674, -7.7118081, -7.7115115, -7.7117799, -7.7138041, -7.718493, -7.7188153, -7.7187546, -7.7185318, -7.7150541, -7.7144793, 
-7.712444, -7.711619, -7.7074154, -7.7034888, -7.702148, -7.7014077, -7.6992947, -7.6977592, -7.6945186, -7.6915956, -7.6891852, -7.68753, -7.6869716, -7.685683, -7.684198, -7.6814525, -7.6792197, -7.6771209, -7.6753431, -7.6723816, -7.6699859, -7.6693853, -7.6661292, -7.6650453, -7.6642694, -7.6610579, -7.6599726, -7.6598569, -7.6595092, -7.6592208, -7.6584094, -7.6569096, -7.6564754, -7.6555652, -7.6513197, -7.6500696, -7.6496217, -7.6461217, -7.644328, -7.6427092, -7.6418098, -7.6410023, -7.6404574, 
-7.6400983, -7.6392233, -7.6385075, -7.6374218, -7.6370732, -7.6348646, -7.6345024, -7.6346551, -7.6327564, -7.6332664, -7.6348173, -7.6348371, -7.6331337, -7.6329247, -7.6313903, -7.6303594, -7.6293626, -7.6299818, -7.6295748, -7.6274391, -7.6283334, -7.6267747, -7.6267483, -7.6288371, -7.6295464, -7.6277281, -7.6269995, -7.6273595, -7.6286214, -7.6278929, -7.6268499, -7.628855, -7.6285042, -7.626658, -7.6264297, -7.6278132, -7.6272655, -7.6276246, -7.6310989, -7.6311077, -7.6313164, -7.6313214, 
-7.6314096, -7.6314756, -7.6320483, -7.6322396, -7.6322663, -7.6323796, -7.632909, -7.6339758, -7.6370679, -7.6384756, -7.6375272, -7.6367092, -7.6343695, -7.6336618, -7.6337358, -7.6287704, -7.6174799, -7.6138757, -7.617108, -7.6161045, -7.6175217, -7.6166424, -7.6103174, -7.6075513, -7.6075755, -7.6075997, -7.6095002, -7.6136958, -7.614544, -7.6153249, -7.618222, -7.6194158, -7.6171781, -7.6169292, -7.6193927, -7.6220702, -7.6227992, -7.6243927, -7.6270657, -7.6282294, -7.6336725, -7.6365016, -7.6368527, 
-7.6379674, -7.6388245, -7.6385649, -7.6394739, -7.639679, -7.6408434, -7.6412975, -7.6425643, -7.6426575, -7.6438226, -7.6447846, -7.6452363, -7.6453851, -7.6460436, -7.6469573, -7.6481229, -7.6508006, -7.6516094, -7.6525221, -7.6532327, -7.6535937, -7.654304, -7.6553675, -7.6567323, -7.6575439, -7.6581504, -7.6589656, -7.6599265, -7.6609402, -7.6619568, -7.6639293, -7.6640591, -7.6660523, -7.6661706, -7.6662248, -7.6665433, -7.6667634, -7.6673021, -7.6677407, -7.6678096, -7.6687424, -7.6699606, 
-7.6702584, -7.6729325, -7.6742547, -7.6779927, -7.6798103, -7.6810886, -7.6816478, -7.682055, -7.6834722, -7.6840695, -7.6862566, -7.6876241, -7.6897018, -7.6912911, -7.6919693, -7.6927381, -7.6958228, -7.6967856, -7.6991641, -7.7013896, -7.7049284, -7.7058166, -7.7081235, -7.7100505, -7.7112161, -7.7136459, -7.7156738, -7.7166911, -7.7174041, -7.7180865, -7.7193274, -7.7211913, -7.7217449, -7.7231089, -7.7242757, -7.7256922, -7.7266519, -7.7273846, -7.7284213, -7.7289694, -7.7296361, -7.7305106, 
-7.7343317, -7.7375842, -7.7394332, -7.7403413, -7.7405292, -7.7420387, -7.7418321, -7.7412227, -7.7412196, -7.7421283, -7.7432384, -7.7455184, -7.7464766, -7.7476893, -7.748802, -7.7502211, -7.7508284, -7.7507732, -7.7505174, -7.7506666, -7.7518804, -7.7526384, -7.753904, -7.7555272, -7.7561873, -7.759567, -7.7610367, -7.7624678, -7.7630864, -7.7636144, -7.7639208, -7.7660975, -7.7669083, -7.7680773, -7.768843, -7.7694566, -7.7697153, -7.7705294, -7.7710379, -7.7712134, -7.7715343, -7.7730029, -7.7742159, 
-7.7743661, -7.7749693, -7.7755303, -7.7761914, -7.7771498, -7.7791235, -7.7805357, -7.7817473, -7.7826555, -7.7830578, -7.7840651, -7.7847221, -7.7851241, -7.7852213, -7.785573, -7.786028, -7.7864328, -7.7865313, -7.7871382, -7.7879499, -7.7888062, -7.7899707, -7.7910319, -7.7914776, -7.7924354, -7.7949125, -7.7973924, -7.7999497, -7.8011711, -7.802513, -7.8053166, -7.8076704, -7.8123395, -7.8129352, -7.8129444, -7.8200341, -7.8208658, -7.8232777, -7.8303611, -7.8320933, -7.8945769)))"
